word,num_syllables,syllables,stress_pattern,infixed
ADVISEMENT,3,"['ad', 'vise', 'ment']","[['ad', '0'], ['vise', '1'], ['ment', '0']]",ad-fuckin-visement
ADVISER,3,"['ad', 'vis', 'er']","[['ad', '0'], ['vis', '1'], ['er', '0']]",ad-fuckin-viser
ADVISING,3,"['ad', 'vis', 'ing']","[['ad', '0'], ['vis', '1'], ['ing', '0']]",ad-fuckin-vising
ADVISOR,3,"['ad', 'vi', 'sor']","[['ad', '0'], ['vi', '1'], ['sor', '0']]",ad-fuckin-visor
AEGEAN,3,"['Ae', 'ge', 'an']","[['Ae', '0'], ['ge', '1'], ['an', '0']]",Ae-fuckin-gean
AEROBIC,3,"['aer', 'o', 'bic']","[['aer', '0'], ['o', '1'], ['bic', '0']]",aer-fuckin-obic
AEROBICS,3,"['aer', 'o', 'bics']","[['aer', '0'], ['o', '1'], ['bics', '0']]",aer-fuckin-obics
AESTHETIC,3,"['aes', 'thet', 'ic']","[['aes', '0'], ['thet', '1'], ['ic', '0']]",aes-fuckin-thetic
AESTHETICS,3,"['aes', 'thet', 'ics']","[['aes', '0'], ['thet', '1'], ['ics', '0']]",aes-fuckin-thetics
AFFECTED,3,"['af', 'fect', 'ed']","[['af', '0'], ['fect', '1'], ['ed', '0']]",af-fuckin-fected
AFFECTING,3,"['af', 'fect', 'ing']","[['af', '0'], ['fect', '1'], ['ing', '0']]",af-fuckin-fecting
AFFECTION,3,"['af', 'fec', 'tion']","[['af', '0'], ['fec', '1'], ['tion', '0']]",af-fuckin-fection
AFFECTIVE,3,"['af', 'fec', 'tive']","[['af', '0'], ['fec', '1'], ['tive', '0']]",af-fuckin-fective
AFFLICTING,3,"['af', 'flict', 'ing']","[['af', '0'], ['flict', '1'], ['ing', '0']]",af-fuckin-flicting
AFFLICTION,3,"['af', 'flic', 'tion']","[['af', '0'], ['flic', '1'], ['tion', '0']]",af-fuckin-fliction
AFFRONTED,3,"['af', 'fron', 'ted']","[['af', '0'], ['fron', '1'], ['ted', '0']]",af-fuckin-fronted
AFGHANI,3,"['Af', 'ghan', 'i']","[['Af', '0'], ['ghan', '1'], ['i', '0']]",Af-fuckin-ghani
AFLUTTER,3,"['a', 'flut', 'ter']","[['a', '0'], ['flut', '1'], ['ter', '0']]",a-fuckin-flutter
AFORESAID,3,"['a', 'fore', 'said']","[['a', '0'], ['fore', '1'], ['said', '2']]",a-fuckin-foresaid
AFORETHOUGHT,3,"['a', 'fore', 'thought']","[['a', '0'], ['fore', '1'], ['thought', '2']]",a-fuckin-forethought
AFRIKAANS,3,"['Af', 'ri', 'kaans']","[['Af', '2'], ['ri', '0'], ['kaans', '1']]",Afri-fuckin-kaans
AFTERNOON,3,"['af', 'ter', 'noon']","[['af', '2'], ['ter', '0'], ['noon', '1']]",after-fuckin-noon
AGASSIZ,3,"['Ag', 'as', 'siz']","[['Ag', '0'], ['as', '1'], ['siz', '0']]",Ag-fuckin-assiz
AGENDA,3,"['a', 'gen', 'da']","[['a', '0'], ['gen', '1'], ['da', '0']]",a-fuckin-genda
AGENDAS,3,"['a', 'gen', 'das']","[['a', '0'], ['gen', '1'], ['das', '0']]",a-fuckin-gendas
AGGRANDIZE,3,"['ag', 'gran', 'dize']","[['ag', '0'], ['gran', '1'], ['dize', '2']]",ag-fuckin-grandize
AGGRESSION,3,"['ag', 'gres', 'sion']","[['ag', '0'], ['gres', '1'], ['sion', '0']]",ag-fuckin-gression
AGGRESSIVE,3,"['ag', 'gres', 'sive']","[['ag', '0'], ['gres', '1'], ['sive', '0']]",ag-fuckin-gressive
AGGRESSOR,3,"['ag', 'gres', 'sor']","[['ag', '0'], ['gres', '1'], ['sor', '0']]",ag-fuckin-gressor
AGLITTER,3,"['a', 'glit', 'ter']","[['a', '0'], ['glit', '1'], ['ter', '0']]",a-fuckin-glitter
AGNOSTIC,3,"['ag', 'nos', 'tic']","[['ag', '0'], ['nos', '1'], ['tic', '0']]",ag-fuckin-nostic
AGREEING,3,"['a', 'gree', 'ing']","[['a', '0'], ['gree', '1'], ['ing', '0']]",a-fuckin-greeing
AGREEMENT,3,"['a', 'gree', 'ment']","[['a', '0'], ['gree', '1'], ['ment', '0']]",a-fuckin-greement
AGRIPPA,3,"['A', 'grip', 'pa']","[['A', '0'], ['grip', '1'], ['pa', '0']]",A-fuckin-grippa
AGUIRRE,3,"['Ag', 'uir', 're']","[['Ag', '0'], ['uir', '1'], ['re', '0']]",Ag-fuckin-uirre
AHMADI,3,"['Ah', 'ma', 'di']","[['Ah', '0'], ['ma', '1'], ['di', '0']]",Ah-fuckin-madi
AIDA,3,"['A', 'i', 'da']","[['A', '0'], ['i', '1'], ['da', '0']]",A-fuckin-ida
AKIMBO,3,"['a', 'kim', 'bo']","[['a', '0'], ['kim', '1'], ['bo', '2']]",a-fuckin-kimbo
AKIRA,3,"['A', 'ki', 'ra']","[['A', '0'], ['ki', '1'], ['ra', '0']]",A-fuckin-kira
ALADDIN,3,"['A', 'lad', 'din']","[['A', '0'], ['lad', '1'], ['din', '0']]",A-fuckin-laddin
ALANA,3,"['A', 'la', 'na']","[['A', '0'], ['la', '1'], ['na', '0']]",A-fuckin-lana
ALARMING,3,"['a', 'larm', 'ing']","[['a', '0'], ['larm', '1'], ['ing', '0']]",a-fuckin-larming
ALARMIST,3,"['a', 'larm', 'ist']","[['a', '0'], ['larm', '1'], ['ist', '0']]",a-fuckin-larmist
ALASKA,3,"['A', 'las', 'ka']","[['A', '0'], ['las', '1'], ['ka', '0']]",A-fuckin-laska
ALASKAN,3,"['A', 'las', 'kan']","[['A', '0'], ['las', '1'], ['kan', '0']]",A-fuckin-laskan
ALBEIT,3,"['al', 'be', 'it']","[['al', '0'], ['be', '1'], ['it', '0']]",al-fuckin-beit
ALBERGO,3,"['al', 'ber', 'go']","[['al', '0'], ['ber', '1'], ['go', '0']]",al-fuckin-bergo
ALBERTA,3,"['Al', 'ber', 'ta']","[['Al', '0'], ['ber', '1'], ['ta', '0']]",Al-fuckin-berta
ALBERTI,3,"['Al', 'ber', 'ti']","[['Al', '0'], ['ber', '1'], ['ti', '0']]",Al-fuckin-berti
ALBERTO,3,"['Al', 'ber', 'to']","[['Al', '0'], ['ber', '1'], ['to', '0']]",Al-fuckin-berto
ALBINO,3,"['al', 'bi', 'no']","[['al', '0'], ['bi', '1'], ['no', '2']]",al-fuckin-bino
ALBUMIN,3,"['al', 'bu', 'min']","[['al', '0'], ['bu', '1'], ['min', '0']]",al-fuckin-bumin
ALCATRAZ,3,"['Al', 'ca', 'traz']","[['Al', '2'], ['ca', '0'], ['traz', '1']]",Alca-fuckin-traz
ALERTNESS,3,"['a', 'lert', 'ness']","[['a', '0'], ['lert', '1'], ['ness', '0']]",a-fuckin-lertness
ALEUTIAN,3,"['A', 'leu', 'tian']","[['A', '0'], ['leu', '1'], ['tian', '0']]",A-fuckin-leutian
ALEXA,3,"['Al', 'ex', 'a']","[['Al', '0'], ['ex', '1'], ['a', '0']]",Al-fuckin-exa
ALEXINE,3,"['a', 'lex', 'ine']","[['a', '0'], ['lex', '1'], ['ine', '0']]",a-fuckin-lexine
ALEXIS,3,"['Al', 'ex', 'is']","[['Al', '0'], ['ex', '1'], ['is', '0']]",Al-fuckin-exis
ALFALFA,3,"['al', 'fal', 'fa']","[['al', '2'], ['fal', '1'], ['fa', '0']]",al-fuckin-falfa
ALFARO,3,"['Al', 'fa', 'ro']","[['Al', '0'], ['fa', '1'], ['ro', '0']]",Al-fuckin-faro
ALGONQUIN,3,"['Al', 'gon', 'quin']","[['Al', '0'], ['gon', '1'], ['quin', '0']]",Al-fuckin-gonquin
ALHAMBRA,3,"['Al', 'ham', 'bra']","[['Al', '0'], ['ham', '1'], ['bra', '0']]",Al-fuckin-hambra
ALIGNMENT,3,"['a', 'lign', 'ment']","[['a', '0'], ['lign', '1'], ['ment', '0']]",a-fuckin-lignment
ALINA,3,"['A', 'li', 'na']","[['A', '0'], ['li', '1'], ['na', '0']]",A-fuckin-lina
ALISSA,3,"['A', 'lis', 'sa']","[['A', '0'], ['lis', '1'], ['sa', '0']]",A-fuckin-lissa
ALLAYING,3,"['al', 'lay', 'ing']","[['al', '0'], ['lay', '1'], ['ing', '0']]",al-fuckin-laying
ALLEGIANCE,3,"['al', 'le', 'giance']","[['al', '0'], ['le', '1'], ['giance', '0']]",al-fuckin-legiance
ALLEGING,3,"['al', 'leg', 'ing']","[['al', '0'], ['leg', '1'], ['ing', '0']]",al-fuckin-leging
ALLEGRO,3,"['al', 'le', 'gro']","[['al', '0'], ['le', '1'], ['gro', '2']]",al-fuckin-legro
ALLELIC,3,"['al', 'lel', 'ic']","[['al', '0'], ['lel', '1'], ['ic', '0']]",al-fuckin-lelic
ALLERGIC,3,"['al', 'ler', 'gic']","[['al', '0'], ['ler', '1'], ['gic', '0']]",al-fuckin-lergic
ALLIANCE,3,"['al', 'li', 'ance']","[['al', '0'], ['li', '1'], ['ance', '0']]",al-fuckin-liance
ALLIANT,3,"['al', 'li', 'ant']","[['al', '0'], ['li', '1'], ['ant', '0']]",al-fuckin-liant
ALLOTMENT,3,"['al', 'lot', 'ment']","[['al', '0'], ['lot', '1'], ['ment', '0']]",al-fuckin-lotment
ALLOTTED,3,"['al', 'lot', 'ted']","[['al', '0'], ['lot', '1'], ['ted', '0']]",al-fuckin-lotted
ALLOTTING,3,"['al', 'lot', 'ting']","[['al', '0'], ['lot', '1'], ['ting', '0']]",al-fuckin-lotting
ALLOWANCE,3,"['al', 'low', 'ance']","[['al', '0'], ['low', '1'], ['ance', '0']]",al-fuckin-lowance
ALLOWING,3,"['al', 'low', 'ing']","[['al', '0'], ['low', '1'], ['ing', '0']]",al-fuckin-lowing
ALLUDED,3,"['al', 'lud', 'ed']","[['al', '0'], ['lud', '1'], ['ed', '0']]",al-fuckin-luded
ALLUDING,3,"['al', 'lud', 'ing']","[['al', '0'], ['lud', '1'], ['ing', '0']]",al-fuckin-luding
ALLURING,3,"['al', 'lur', 'ing']","[['al', '0'], ['lur', '1'], ['ing', '0']]",al-fuckin-luring
ALLUSION,3,"['al', 'lu', 'sion']","[['al', '0'], ['lu', '1'], ['sion', '0']]",al-fuckin-lusion
ALLUSIVE,3,"['al', 'lu', 'sive']","[['al', '0'], ['lu', '1'], ['sive', '0']]",al-fuckin-lusive
ALMIGHTY,3,"['al', 'might', 'y']","[['al', '0'], ['might', '1'], ['y', '0']]",al-fuckin-mighty
ALOHA,3,"['a', 'lo', 'ha']","[['a', '0'], ['lo', '1'], ['ha', '0']]",a-fuckin-loha
ALONGSIDE,3,"['a', 'long', 'side']","[['a', '0'], ['long', '1'], ['side', '1']]",a-fuckin--fuckin-longside
ALONSO,3,"['A', 'lon', 'so']","[['A', '0'], ['lon', '1'], ['so', '0']]",A-fuckin-lonso
ALONZO,3,"['A', 'lon', 'zo']","[['A', '0'], ['lon', '1'], ['zo', '0']]",A-fuckin-lonzo
ALOOFNESS,3,"['a', 'loof', 'ness']","[['a', '0'], ['loof', '1'], ['ness', '0']]",a-fuckin-loofness
ALPACA,3,"['al', 'pac', 'a']","[['al', '0'], ['pac', '1'], ['a', '0']]",al-fuckin-paca
ALPHONSINE,3,"['al', 'phon', 'sine']","[['al', '0'], ['phon', '1'], ['sine', '0']]",al-fuckin-phonsine
ALPHONSO,3,"['Al', 'phon', 'so']","[['Al', '0'], ['phon', '1'], ['so', '0']]",Al-fuckin-phonso
ALREADY,3,"['al', 'read', 'y']","[['al', '0'], ['read', '1'], ['y', '0']]",al-fuckin-ready
ALSATIAN,3,"['Al', 'sa', 'tian']","[['Al', '0'], ['sa', '1'], ['tian', '0']]",Al-fuckin-satian
ALTAIC,3,"['Al', 'ta', 'ic']","[['Al', '0'], ['ta', '1'], ['ic', '0']]",Al-fuckin-taic
ALTHEA,3,"['al', 'the', 'a']","[['al', '0'], ['the', '1'], ['a', '0']]",al-fuckin-thea
ALTOONA,3,"['Al', 'too', 'na']","[['Al', '2'], ['too', '1'], ['na', '0']]",Al-fuckin-toona
ALUMNI,3,"['a', 'lum', 'ni']","[['a', '0'], ['lum', '1'], ['ni', '2']]",a-fuckin-lumni
ALUMNUS,3,"['a', 'lum', 'nus']","[['a', '0'], ['lum', '1'], ['nus', '0']]",a-fuckin-lumnus
ALYSSA,3,"['Al', 'ys', 'sa']","[['Al', '0'], ['ys', '1'], ['sa', '0']]",Al-fuckin-yssa
AMALGAM,3,"['a', 'mal', 'gam']","[['a', '0'], ['mal', '1'], ['gam', '0']]",a-fuckin-malgam
AMANDA,3,"['A', 'man', 'da']","[['A', '0'], ['man', '1'], ['da', '0']]",A-fuckin-manda
AMAZEMENT,3,"['a', 'maze', 'ment']","[['a', '0'], ['maze', '1'], ['ment', '0']]",a-fuckin-mazement
AMAZING,3,"['a', 'maz', 'ing']","[['a', '0'], ['maz', '1'], ['ing', '0']]",a-fuckin-mazing
AMBITION,3,"['am', 'bi', 'tion']","[['am', '0'], ['bi', '1'], ['tion', '0']]",am-fuckin-bition
AMBITIOUS,3,"['am', 'bi', 'tious']","[['am', '0'], ['bi', '1'], ['tious', '0']]",am-fuckin-bitious
AMBROSIA,3,"['am', 'bro', 'sia']","[['am', '0'], ['bro', '1'], ['sia', '0']]",am-fuckin-brosia
AMBROSIAL,3,"['am', 'bro', 'sial']","[['am', '0'], ['bro', '1'], ['sial', '0']]",am-fuckin-brosial
AMBROSIAN,3,"['Am', 'bro', 'sian']","[['Am', '0'], ['bro', '1'], ['sian', '0']]",Am-fuckin-brosian
AMELIA,3,"['A', 'mel', 'ia']","[['A', '0'], ['mel', '1'], ['ia', '0']]",A-fuckin-melia
AMENDMENT,3,"['a', 'mend', 'ment']","[['a', '0'], ['mend', '1'], ['ment', '0']]",a-fuckin-mendment
AMENDMENTS,3,"['a', 'mend', 'ments']","[['a', '0'], ['mend', '1'], ['ments', '0']]",a-fuckin-mendments
AMIDSHIPS,3,"['a', 'mid', 'ships']","[['a', '0'], ['mid', '1'], ['ships', '0']]",a-fuckin-midships
AMIGO,3,"['a', 'mi', 'go']","[['a', '0'], ['mi', '1'], ['go', '2']]",a-fuckin-migo
AMIGOS,3,"['a', 'mi', 'gos']","[['a', '0'], ['mi', '1'], ['gos', '2']]",a-fuckin-migos
AMINO,3,"['a', 'mi', 'no']","[['a', '0'], ['mi', '1'], ['no', '0']]",a-fuckin-mino
AMIRI,3,"['A', 'mi', 'ri']","[['A', '0'], ['mi', '1'], ['ri', '0']]",A-fuckin-miri
AMMONIA,3,"['am', 'mo', 'nia']","[['am', '0'], ['mo', '1'], ['nia', '0']]",am-fuckin-monia
AMNESIA,3,"['am', 'ne', 'sia']","[['am', '0'], ['ne', '1'], ['sia', '0']]",am-fuckin-nesia
AMOEBA,3,"['a', 'moe', 'ba']","[['a', '0'], ['moe', '1'], ['ba', '0']]",a-fuckin-moeba
AMOEBAS,3,"['a', 'moe', 'bas']","[['a', '0'], ['moe', '1'], ['bas', '0']]",a-fuckin-moebas
AMOEBIC,3,"['a', 'moe', 'bic']","[['a', '0'], ['moe', '1'], ['bic', '0']]",a-fuckin-moebic
AMORAL,3,"['a', 'mor', 'al']","[['a', '0'], ['mor', '1'], ['al', '0']]",a-fuckin-moral
AMORPHOUS,3,"['a', 'mor', 'phous']","[['a', '0'], ['mor', '1'], ['phous', '0']]",a-fuckin-morphous
AMUSEMENT,3,"['a', 'muse', 'ment']","[['a', '0'], ['muse', '1'], ['ment', '0']]",a-fuckin-musement
AMUSING,3,"['a', 'mus', 'ing']","[['a', '0'], ['mus', '1'], ['ing', '0']]",a-fuckin-musing
ANARCHIC,3,"['an', 'ar', 'chic']","[['an', '0'], ['ar', '1'], ['chic', '0']]",an-fuckin-archic
ANCESTRAL,3,"['an', 'ces', 'tral']","[['an', '0'], ['ces', '1'], ['tral', '0']]",an-fuckin-cestral
ANCHOVIES,3,"['an', 'cho', 'vies']","[['an', '0'], ['cho', '1'], ['vies', '0']]",an-fuckin-chovies
ANCHOVY,3,"['an', 'cho', 'vy']","[['an', '0'], ['cho', '1'], ['vy', '0']]",an-fuckin-chovy
ANDANTE,3,"['an', 'dan', 'te']","[['an', '0'], ['dan', '1'], ['te', '0']]",an-fuckin-dante
ANDORRA,3,"['An', 'dor', 'ra']","[['An', '0'], ['dor', '1'], ['ra', '0']]",An-fuckin-dorra
ANDREAS,3,"['An', 'dre', 'as']","[['An', '0'], ['dre', '1'], ['as', '0']]",An-fuckin-dreas
ANDRETTI,3,"['An', 'dret', 'ti']","[['An', '2'], ['dret', '1'], ['ti', '0']]",An-fuckin-dretti
ANEMIC,3,"['a', 'ne', 'mic']","[['a', '0'], ['ne', '1'], ['mic', '0']]",a-fuckin-nemic
ANGELIC,3,"['an', 'gel', 'ic']","[['an', '2'], ['gel', '1'], ['ic', '0']]",an-fuckin-gelic
ANGINA,3,"['an', 'gi', 'na']","[['an', '0'], ['gi', '1'], ['na', '0']]",an-fuckin-gina
ANGOLA,3,"['An', 'go', 'la']","[['An', '0'], ['go', '1'], ['la', '0']]",An-fuckin-gola
ANGORA,3,"['An', 'go', 'ra']","[['An', '0'], ['go', '1'], ['ra', '0']]",An-fuckin-gora
ANGUILLA,3,"['An', 'guil', 'la']","[['An', '2'], ['guil', '1'], ['la', '0']]",An-fuckin-guilla
ANHYDRIDE,3,"['an', 'hy', 'dride']","[['an', '0'], ['hy', '1'], ['dride', '0']]",an-fuckin-hydride
ANISETTE,3,"['an', 'i', 'sette']","[['an', '2'], ['i', '0'], ['sette', '1']]",ani-fuckin-sette
ANITA,3,"['A', 'ni', 'ta']","[['A', '0'], ['ni', '1'], ['ta', '0']]",A-fuckin-nita
ANNAMESE,3,"['An', 'na', 'mese']","[['An', '2'], ['na', '0'], ['mese', '1']]",Anna-fuckin-mese
ANNEALING,3,"['an', 'neal', 'ing']","[['an', '0'], ['neal', '1'], ['ing', '0']]",an-fuckin-nealing
ANNOUNCEMENT,3,"['an', 'nounce', 'ment']","[['an', '0'], ['nounce', '1'], ['ment', '0']]",an-fuckin-nouncement
ANNOUNCER,3,"['an', 'nounc', 'er']","[['an', '0'], ['nounc', '1'], ['er', '0']]",an-fuckin-nouncer
ANNOUNCING,3,"['an', 'nounc', 'ing']","[['an', '0'], ['nounc', '1'], ['ing', '0']]",an-fuckin-nouncing
ANNOYANCE,3,"['an', 'noy', 'ance']","[['an', '0'], ['noy', '1'], ['ance', '0']]",an-fuckin-noyance
ANNOYING,3,"['an', 'noy', 'ing']","[['an', '0'], ['noy', '1'], ['ing', '0']]",an-fuckin-noying
ANONA,3,"['a', 'no', 'na']","[['a', '0'], ['no', '1'], ['na', '0']]",a-fuckin-nona
ANORTHITE,3,"['an', 'or', 'thite']","[['an', '0'], ['or', '1'], ['thite', '2']]",an-fuckin-orthite
ANOTHER,3,"['an', 'oth', 'er']","[['an', '0'], ['oth', '1'], ['er', '0']]",an-fuckin-other
ANTACID,3,"['ant', 'ac', 'id']","[['ant', '0'], ['ac', '1'], ['id', '0']]",ant-fuckin-acid
ANTARCTIC,3,"['ant', 'arc', 'tic']","[['ant', '0'], ['arc', '1'], ['tic', '0']]",ant-fuckin-arctic
ANTARES,3,"['An', 'tar', 'es']","[['An', '0'], ['tar', '1'], ['es', '0']]",An-fuckin-tares
ANTENNA,3,"['an', 'ten', 'na']","[['an', '0'], ['ten', '1'], ['na', '0']]",an-fuckin-tenna
ANTENNAE,3,"['an', 'ten', 'nae']","[['an', '0'], ['ten', '1'], ['nae', '0']]",an-fuckin-tennae
ANTENNAS,3,"['an', 'ten', 'nas']","[['an', '0'], ['ten', '1'], ['nas', '0']]",an-fuckin-tennas
ANTIGUA,3,"['An', 'ti', 'gua']","[['An', '0'], ['ti', '1'], ['gua', '0']]",An-fuckin-tigua
ANTIKNOCK,3,"['an', 'ti', 'knock']","[['an', '2'], ['ti', '0'], ['knock', '1']]",anti-fuckin-knock
ANTILLES,3,"['An', 'til', 'les']","[['An', '0'], ['til', '1'], ['les', '0']]",An-fuckin-tilles
ANTITANK,3,"['an', 'ti', 'tank']","[['an', '2'], ['ti', '0'], ['tank', '1']]",anti-fuckin-tank
ANTITAX,3,"['an', 'ti', 'tax']","[['an', '2'], ['ti', '2'], ['tax', '1']]",anti-fuckin-tax
ANTITHEFT,3,"['an', 'ti', 'theft']","[['an', '2'], ['ti', '2'], ['theft', '1']]",anti-fuckin-theft
ANTITRUST,3,"['an', 'ti', 'trust']","[['an', '2'], ['ti', '0'], ['trust', '1']]",anti-fuckin-trust
ANTIWAR,3,"['an', 'ti', 'war']","[['an', '2'], ['ti', '0'], ['war', '1']]",anti-fuckin-war
ANTONI,3,"['An', 'to', 'ni']","[['An', '0'], ['to', '1'], ['ni', '0']]",An-fuckin-toni
ANYMORE,3,"['an', 'y', 'more']","[['an', '2'], ['y', '0'], ['more', '1']]",any-fuckin-more
AORTA,3,"['a', 'or', 'ta']","[['a', '0'], ['or', '1'], ['ta', '0']]",a-fuckin-orta
AORTIC,3,"['a', 'or', 'tic']","[['a', '0'], ['or', '1'], ['tic', '0']]",a-fuckin-ortic
APACHE,3,"['A', 'pach', 'e']","[['A', '0'], ['pach', '1'], ['e', '0']]",A-fuckin-pache
APACHES,3,"['A', 'pach', 'es']","[['A', '0'], ['pach', '1'], ['es', '0']]",A-fuckin-paches
APARTHEID,3,"['a', 'part', 'heid']","[['a', '0'], ['part', '1'], ['heid', '2']]",a-fuckin-partheid
APARTMENT,3,"['a', 'part', 'ment']","[['a', '0'], ['part', '1'], ['ment', '0']]",a-fuckin-partment
APHASIA,3,"['a', 'pha', 'sia']","[['a', '0'], ['pha', '1'], ['sia', '0']]",a-fuckin-phasia
APLENTY,3,"['a', 'plen', 'ty']","[['a', '0'], ['plen', '1'], ['ty', '0']]",a-fuckin-plenty
APOLLO,3,"['A', 'pol', 'lo']","[['A', '0'], ['pol', '1'], ['lo', '0']]",A-fuckin-pollo
APOSTLE,3,"['a', 'pos', 'tle']","[['a', '0'], ['pos', '1'], ['tle', '0']]",a-fuckin-postle
APOSTLES,3,"['a', 'pos', 'tles']","[['a', '0'], ['pos', '1'], ['tles', '0']]",a-fuckin-postles
APPALLING,3,"['ap', 'pall', 'ing']","[['ap', '0'], ['pall', '1'], ['ing', '0']]",ap-fuckin-palling
APPAREL,3,"['ap', 'par', 'el']","[['ap', '0'], ['par', '1'], ['el', '0']]",ap-fuckin-parel
APPARENT,3,"['ap', 'par', 'ent']","[['ap', '0'], ['par', '1'], ['ent', '0']]",ap-fuckin-parent
APPEALING,3,"['ap', 'peal', 'ing']","[['ap', '0'], ['peal', '1'], ['ing', '0']]",ap-fuckin-pealing
APPEARANCE,3,"['ap', 'pear', 'ance']","[['ap', '0'], ['pear', '1'], ['ance', '0']]",ap-fuckin-pearance
APPEASEMENT,3,"['ap', 'pease', 'ment']","[['ap', '0'], ['pease', '1'], ['ment', '0']]",ap-fuckin-peasement
APPEASING,3,"['ap', 'peas', 'ing']","[['ap', '0'], ['peas', '1'], ['ing', '0']]",ap-fuckin-peasing
APPELLATE,3,"['ap', 'pel', 'late']","[['ap', '0'], ['pel', '1'], ['late', '0']]",ap-fuckin-pellate
APPENDAGE,3,"['ap', 'pend', 'age']","[['ap', '0'], ['pend', '1'], ['age', '0']]",ap-fuckin-pendage
APPENDIX,3,"['ap', 'pen', 'dix']","[['ap', '0'], ['pen', '1'], ['dix', '0']]",ap-fuckin-pendix
APPLIANCE,3,"['ap', 'pli', 'ance']","[['ap', '0'], ['pli', '1'], ['ance', '0']]",ap-fuckin-pliance
APPLYING,3,"['ap', 'ply', 'ing']","[['ap', '0'], ['ply', '1'], ['ing', '0']]",ap-fuckin-plying
APPOINTED,3,"['ap', 'point', 'ed']","[['ap', '0'], ['point', '1'], ['ed', '0']]",ap-fuckin-pointed
APPOINTEE,3,"['ap', 'point', 'ee']","[['ap', '0'], ['point', '0'], ['ee', '1']]",appoint-fuckin-ee
APPOINTIVE,3,"['ap', 'poin', 'tive']","[['ap', '0'], ['poin', '1'], ['tive', '0']]",ap-fuckin-pointive
APPOINTMENT,3,"['ap', 'point', 'ment']","[['ap', '0'], ['point', '1'], ['ment', '0']]",ap-fuckin-pointment
APPORTION,3,"['ap', 'por', 'tion']","[['ap', '0'], ['por', '1'], ['tion', '0']]",ap-fuckin-portion
APPRAISAL,3,"['ap', 'prais', 'al']","[['ap', '0'], ['prais', '1'], ['al', '0']]",ap-fuckin-praisal
APPRAISER,3,"['ap', 'prais', 'er']","[['ap', '0'], ['prais', '1'], ['er', '0']]",ap-fuckin-praiser
APPRAISERS,3,"['ap', 'prais', 'ers']","[['ap', '0'], ['prais', '1'], ['ers', '0']]",ap-fuckin-praisers
APPRAISES,3,"['ap', 'prais', 'es']","[['ap', '0'], ['prais', '1'], ['es', '0']]",ap-fuckin-praises
APPRAISING,3,"['ap', 'prais', 'ing']","[['ap', '0'], ['prais', '1'], ['ing', '0']]",ap-fuckin-praising
APPREHEND,3,"['ap', 'pre', 'hend']","[['ap', '2'], ['pre', '0'], ['hend', '1']]",appre-fuckin-hend
APPRENTICE,3,"['ap', 'pren', 'tice']","[['ap', '0'], ['pren', '1'], ['tice', '0']]",ap-fuckin-prentice
APPRENTICED,3,"['ap', 'pren', 'ticed']","[['ap', '0'], ['pren', '1'], ['ticed', '0']]",ap-fuckin-prenticed
APPROACHING,3,"['ap', 'proach', 'ing']","[['ap', '0'], ['proach', '1'], ['ing', '0']]",ap-fuckin-proaching
APPROVAL,3,"['ap', 'prov', 'al']","[['ap', '0'], ['prov', '1'], ['al', '0']]",ap-fuckin-proval
APPROVING,3,"['ap', 'prov', 'ing']","[['ap', '0'], ['prov', '1'], ['ing', '0']]",ap-fuckin-proving
APROPOS,3,"['ap', 'ro', 'pos']","[['ap', '2'], ['ro', '0'], ['pos', '1']]",apro-fuckin-pos
AQABA,3,"['A', 'qa', 'ba']","[['A', '0'], ['qa', '1'], ['ba', '0']]",A-fuckin-qaba
AQUARIST,3,"['a', 'quar', 'ist']","[['a', '0'], ['quar', '1'], ['ist', '0']]",a-fuckin-quarist
AQUATIC,3,"['a', 'quat', 'ic']","[['a', '0'], ['quat', '1'], ['ic', '0']]",a-fuckin-quatic
AQUINAS,3,"['A', 'qui', 'nas']","[['A', '0'], ['qui', '1'], ['nas', '0']]",A-fuckin-quinas
AQUITAINE,3,"['Aq', 'ui', 'taine']","[['Aq', '2'], ['ui', '0'], ['taine', '1']]",Aqui-fuckin-taine
ARACHNID,3,"['a', 'rach', 'nid']","[['a', '0'], ['rach', '1'], ['nid', '0']]",a-fuckin-rachnid
ARANGO,3,"['a', 'ran', 'go']","[['a', '0'], ['ran', '1'], ['go', '0']]",a-fuckin-rango
ARAUJO,3,"['Ar', 'au', 'jo']","[['Ar', '0'], ['au', '1'], ['jo', '0']]",Ar-fuckin-aujo
ARCANA,3,"['ar', 'ca', 'na']","[['ar', '0'], ['ca', '1'], ['na', '0']]",ar-fuckin-cana
ARCHAIC,3,"['ar', 'cha', 'ic']","[['ar', '0'], ['cha', '1'], ['ic', '0']]",ar-fuckin-chaic
ARCHANGEL,3,"['arch', 'an', 'gel']","[['arch', '2'], ['an', '1'], ['gel', '0']]",arch-fuckin-angel
ARCHIVAL,3,"['ar', 'chi', 'val']","[['ar', '0'], ['chi', '1'], ['val', '0']]",ar-fuckin-chival
ARCTURUS,3,"['Arc', 'tu', 'rus']","[['Arc', '2'], ['tu', '1'], ['rus', '0']]",Arc-fuckin-turus
ARDELLA,3,"['Ar', 'del', 'la']","[['Ar', '2'], ['del', '1'], ['la', '0']]",Ar-fuckin-della
ARENA,3,"['a', 're', 'na']","[['a', '0'], ['re', '1'], ['na', '0']]",a-fuckin-rena
