,word,num_syllables,syllables,stress_pattern,infixed
10666,AIRWAVES,2,"['air', 'waves']","[['air', '1'], ['waves', '2']]",-iz-airwaves
10667,AIRWAY,2,"['air', 'way']","[['air', '1'], ['way', '2']]",-iz-airway
10670,AIRY,2,"['air', 'y']","[['air', '1'], ['y', '0']]",-iz-airy
10671,AISLE,1,['aisle'],"[['aisle', '1']]",-iz-aisle
10672,AISLES,1,['aisles'],"[['aisles', '1']]",-iz-aisles
10673,AITHNE,1,['Aithne'],"[['Aithne', '1']]",-iz-aithne
10674,AJAR,2,"['a', 'jar']","[['a', '0'], ['jar', '1']]",aj-iz-ar
10675,AJAX,2,"['A', 'jax']","[['A', '1'], ['jax', '2']]",
10676,AKE,1,['ake'],"[['ake', '1']]",-iz-ake
10678,AKIN,2,"['a', 'kin']","[['a', '0'], ['kin', '1']]",ak-iz-in
10681,AKRON,2,"['Ak', 'ron']","[['Ak', '1'], ['ron', '0']]",
10682,AL,1,['Al'],"[['Al', '1']]",-iz-al
10683,ALA,2,"['Al', 'a']","[['Al', '1'], ['a', '0']]",
10689,ALAI,2,"['A', 'lai']","[['A', '0'], ['lai', '1']]",Al-iz-ai
10690,ALAIN,2,"['Al', 'ain']","[['Al', '0'], ['ain', '1']]",Al-iz-ain
10694,ALAN,2,"['Al', 'an']","[['Al', '1'], ['an', '0']]",
10696,ALAND,2,"['a', 'land']","[['a', '1'], ['land', '0']]",-iz-aland
10697,ALANE,2,"['A', 'lane']","[['A', '0'], ['lane', '1']]",Al-iz-ane
10698,ALAR,2,"['a', 'lar']","[['a', '1'], ['lar', '2']]",-iz-alar
10700,ALARM,2,"['a', 'larm']","[['a', '0'], ['larm', '1']]",al-iz-arm
10701,ALARMED,2,"['a', 'larmed']","[['a', '0'], ['larmed', '1']]",al-iz-armed
10705,ALARMS,2,"['a', 'larms']","[['a', '0'], ['larms', '1']]",al-iz-arms
10706,ALAS,2,"['a', 'las']","[['a', '0'], ['las', '1']]",al-iz-as
10710,ALBAN,2,"['Al', 'ban']","[['Al', '1'], ['ban', '0']]",
10715,ALBEE,2,"['Al', 'bee']","[['Al', '0'], ['bee', '1']]",Alb-iz-ee
10717,ALBEN,2,"['Al', 'ben']","[['Al', '1'], ['ben', '0']]",
10719,ALBERS,2,"['Al', 'bers']","[['Al', '1'], ['bers', '0']]",
10720,ALBERT,2,"['Al', 'bert']","[['Al', '1'], ['bert', '0']]",
10726,ALBRECHT,2,"['Al', 'brecht']","[['Al', '1'], ['brecht', '2']]",
10727,ALBRIGHT,2,"['Al', 'bright']","[['Al', '1'], ['bright', '2']]",
10728,ALBUM,2,"['al', 'bum']","[['al', '1'], ['bum', '0']]",-iz-album
10735,ALCO,2,"['al', 'co']","[['al', '1'], ['co', '0']]",-iz-alco
10738,ALCOTT,2,"['Al', 'cott']","[['Al', '1'], ['cott', '2']]",
10739,ALCOVE,2,"['al', 'cove']","[['al', '1'], ['cove', '2']]",-iz-alcove
10740,ALDAY,2,"['al', 'day']","[['al', '1'], ['day', '0']]",-iz-alday
10742,ALDEN,2,"['Al', 'den']","[['Al', '1'], ['den', '0']]",
10743,ALDER,2,"['al', 'der']","[['al', '1'], ['der', '0']]",-iz-alder
10746,ALDO,2,"['Al', 'do']","[['Al', '1'], ['do', '0']]",
10747,ALDOUS,2,"['Al', 'dous']","[['Al', '1'], ['dous', '0']]",
10748,ALDRED,2,"['Ald', 'red']","[['Ald', '1'], ['red', '0']]",
10749,ALDRIN,2,"['Al', 'drin']","[['Al', '1'], ['drin', '0']]",
10750,ALE,1,['ale'],"[['ale', '1']]",-iz-ale
10752,ALEC,2,"['al', 'ec']","[['al', '1'], ['ec', '0']]",-iz-alec
10753,ALEHOUSE,2,"['ale', 'house']","[['ale', '1'], ['house', '2']]",-iz-alehouse
10757,ALEPH,2,"['a', 'leph']","[['a', '1'], ['leph', '0']]",-iz-aleph
10758,ALERT,2,"['a', 'lert']","[['a', '0'], ['lert', '1']]",al-iz-ert
10760,ALES,1,['ales'],"[['ales', '1']]",-iz-ales
10764,ALEWIFE,2,"['ale', 'wife']","[['ale', '1'], ['wife', '2']]",-iz-alewife
10765,ALEWIVES,2,"['ale', 'wives']","[['ale', '1'], ['wives', '2']]",-iz-alewives
10766,ALEX,2,"['Al', 'ex']","[['Al', '1'], ['ex', '0']]",
10778,ALF,1,['alf'],"[['alf', '1']]",-iz-alf
10779,ALFA,2,"['al', 'fa']","[['al', '1'], ['fa', '0']]",-iz-alfa
10782,ALFRED,2,"['Al', 'fred']","[['Al', '1'], ['fred', '0']]",
10783,ALGAE,2,"['al', 'gae']","[['al', '1'], ['gae', '0']]",-iz-algae
10784,ALGAL,2,"['al', 'gal']","[['al', '1'], ['gal', '0']]",-iz-algal
10787,ALGER,2,"['Al', 'ger']","[['Al', '1'], ['ger', '0']]",
10790,ALGIERS,2,"['Al', 'giers']","[['Al', '0'], ['giers', '1']]",Alg-iz-iers
10791,ALGOL,2,"['Al', 'gol']","[['Al', '1'], ['gol', '0']]",
10794,ALGY,2,"['Al', 'gy']","[['Al', '1'], ['gy', '0']]",
10796,ALI,2,"['Al', 'i']","[['Al', '1'], ['i', '0']]",
10801,ALICE,2,"['Al', 'ice']","[['Al', '1'], ['ice', '0']]",
10806,ALIGHT,2,"['a', 'light']","[['a', '0'], ['light', '1']]",al-iz-ight
10807,ALIGN,2,"['a', 'lign']","[['a', '0'], ['lign', '1']]",al-iz-ign
10809,ALIKE,2,"['a', 'like']","[['a', '0'], ['like', '1']]",al-iz-ike
10813,ALINE,2,"['a', 'line']","[['a', '0'], ['line', '1']]",al-iz-ine
10816,ALIVE,2,"['a', 'live']","[['a', '0'], ['live', '1']]",al-iz-ive
10824,ALKENE,2,"['al', 'kene']","[['al', '1'], ['kene', '2']]",-iz-alkene
10825,ALL,1,['all'],"[['all', '1']]",-iz-all
10826,ALLA,2,"['Al', 'la']","[['Al', '1'], ['la', '0']]",
10827,ALLAH,2,"['Al', 'lah']","[['Al', '1'], ['lah', '0']]",
10828,ALLAN,2,"['Al', 'lan']","[['Al', '1'], ['lan', '0']]",
10829,ALLAY,2,"['al', 'lay']","[['al', '0'], ['lay', '1']]",all-iz-ay
10830,ALLAYED,2,"['al', 'layed']","[['al', '0'], ['layed', '1']]",all-iz-ayed
10833,ALLEGE,2,"['al', 'lege']","[['al', '0'], ['lege', '1']]",all-iz-ege
10834,ALLEGED,2,"['al', 'leged']","[['al', '0'], ['leged', '1']]",all-iz-eged
10844,ALLEN,2,"['Al', 'len']","[['Al', '1'], ['len', '0']]",
10846,ALLER,2,"['al', 'ler']","[['al', '1'], ['ler', '0']]",-iz-aller
10852,ALLES,1,['alles'],"[['alles', '1']]",-iz-alles
10857,ALLEY,2,"['al', 'ley']","[['al', '1'], ['ley', '0']]",-iz-alley
10858,ALLEYS,2,"['al', 'leys']","[['al', '1'], ['leys', '0']]",-iz-alleys
10862,ALLIE,2,"['Al', 'lie']","[['Al', '1'], ['lie', '0']]",
10863,ALLIED,2,"['al', 'lied']","[['al', '0'], ['lied', '1']]",all-iz-ied
10864,ALLIES,2,"['al', 'lies']","[['al', '1'], ['lies', '0']]",-iz-allies
10866,ALLIN,2,"['all', 'in']","[['all', '0'], ['in', '1']]",all-iz-in
10867,ALLIS,2,"['al', 'lis']","[['al', '1'], ['lis', '0']]",-iz-allis
10879,ALLOT,2,"['al', 'lot']","[['al', '0'], ['lot', '1']]",all-iz-ot
10884,ALLOW,2,"['al', 'low']","[['al', '0'], ['low', '1']]",all-iz-ow
10888,ALLOWED,2,"['al', 'lowed']","[['al', '0'], ['lowed', '1']]",all-iz-owed
10890,ALLOWS,2,"['al', 'lows']","[['al', '0'], ['lows', '1']]",all-iz-ows
10891,ALLOY,2,"['al', 'loy']","[['al', '1'], ['loy', '2']]",-iz-alloy
10892,ALLRED,2,"['All', 'red']","[['All', '1'], ['red', '0']]",
10893,ALLS,1,['alls'],"[['alls', '1']]",-iz-alls
10894,ALLSPICE,2,"['all', 'spice']","[['all', '1'], ['spice', '2']]",-iz-allspice
10895,ALLTIME,2,"['all', 'time']","[['all', '1'], ['time', '2']]",-iz-alltime
10896,ALLUDE,2,"['al', 'lude']","[['al', '0'], ['lude', '1']]",all-iz-ude
10899,ALLURE,2,"['al', 'lure']","[['al', '0'], ['lure', '1']]",all-iz-ure
10900,ALLURED,2,"['al', 'lured']","[['al', '0'], ['lured', '1']]",all-iz-ured
10906,ALLY,2,"['al', 'ly']","[['al', '1'], ['ly', '0']]",-iz-ally
10909,ALM,1,['alm'],"[['alm', '1']]",-iz-alm
10910,ALMA,2,"['Al', 'ma']","[['Al', '1'], ['ma', '0']]",
10911,ALMAN,2,"['al', 'man']","[['al', '1'], ['man', '0']]",-iz-alman
10914,ALMOND,2,"['al', 'mond']","[['al', '1'], ['mond', '0']]",-iz-almond
10915,ALMOST,2,"['al', 'most']","[['al', '1'], ['most', '2']]",-iz-almost
10916,ALMS,1,['alms'],"[['alms', '1']]",-iz-alms
10917,ALOE,2,"['al', 'oe']","[['al', '1'], ['oe', '2']]",-iz-aloe
10918,ALOFT,2,"['A', 'loft']","[['A', '0'], ['loft', '1']]",Al-iz-oft
10920,ALONE,2,"['a', 'lone']","[['a', '0'], ['lone', '1']]",al-iz-one
10921,ALONG,2,"['a', 'long']","[['a', '0'], ['long', '1']]",al-iz-ong
10925,ALOOF,2,"['a', 'loof']","[['a', '0'], ['loof', '1']]",al-iz-oof
10927,ALOT,2,"['a', 'lot']","[['a', '0'], ['lot', '1']]",al-iz-ot
10928,ALOUD,2,"['a', 'loud']","[['a', '0'], ['loud', '1']]",al-iz-oud
10931,ALPHA,2,"['al', 'pha']","[['al', '1'], ['pha', '0']]",-iz-alpha
10938,ALPHONSE,2,"['Al', 'phonse']","[['Al', '0'], ['phonse', '1']]",Alph-iz-onse
10941,ALPINE,2,"['al', 'pine']","[['al', '1'], ['pine', '2']]",-iz-alpine
10942,ALPO,2,"['Al', 'po']","[['Al', '1'], ['po', '0']]",
10943,ALPS,1,['Alps'],"[['Alps', '1']]",-iz-alps
10945,ALRIGHT,2,"['al', 'right']","[['al', '2'], ['right', '1']]",alr-iz-ight
10946,ALS,1,['als'],"[['als', '1']]",-iz-als
10947,ALSACE,2,"['Al', 'sace']","[['Al', '0'], ['sace', '1']]",Als-iz-ace
10949,ALSO,2,"['al', 'so']","[['al', '1'], ['so', '0']]",-iz-also
10950,ALSTON,2,"['Al', 'ston']","[['Al', '1'], ['ston', '0']]",
10951,ALT,1,['alt'],"[['alt', '1']]",-iz-alt
10953,ALTAR,2,"['al', 'tar']","[['al', '1'], ['tar', '0']]",-iz-altar
10955,ALTER,2,"['al', 'ter']","[['al', '1'], ['ter', '0']]",-iz-alter
10967,ALTHOUGH,2,"['al', 'though']","[['al', '2'], ['though', '1']]",alth-iz-ough
10970,ALTO,2,"['al', 'to']","[['al', '1'], ['to', '0']]",-iz-alto
10972,ALTON,2,"['Al', 'ton']","[['Al', '1'], ['ton', '0']]",
10974,ALTOS,2,"['al', 'tos']","[['al', '1'], ['tos', '0']]",-iz-altos
10976,ALTUS,2,"['Al', 'tus']","[['Al', '1'], ['tus', '0']]",
10977,ALUM,2,"['al', 'um']","[['al', '1'], ['um', '0']]",-iz-alum
10984,ALVA,2,"['Al', 'va']","[['Al', '1'], ['va', '0']]",
10987,ALVIN,2,"['Al', 'vin']","[['Al', '1'], ['vin', '0']]",
10988,ALWAYS,2,"['al', 'ways']","[['al', '1'], ['ways', '2']]",-iz-always
10990,AM,1,['am'],"[['am', '1']]",-iz-am
10996,AMAN,2,"['A', 'man']","[['A', '1'], ['man', '0']]",
11001,AMASS,2,"['a', 'mass']","[['a', '0'], ['mass', '1']]",am-iz-ass
11002,AMASSED,2,"['a', 'massed']","[['a', '0'], ['massed', '1']]",am-iz-assed
11005,AMAZE,2,"['a', 'maze']","[['a', '0'], ['maze', '1']]",am-iz-aze
11006,AMAZED,2,"['a', 'mazed']","[['a', '0'], ['mazed', '1']]",am-iz-azed
11016,AMBER,2,"['am', 'ber']","[['am', '1'], ['ber', '0']]",-iz-amber
11030,AMBLE,2,"['am', 'ble']","[['am', '1'], ['ble', '0']]",-iz-amble
11031,AMBLED,2,"['am', 'bled']","[['am', '1'], ['bled', '0']]",-iz-ambled
11032,AMBLER,2,"['am', 'bler']","[['am', '1'], ['bler', '0']]",-iz-ambler
11033,AMBROSE,2,"['Am', 'brose']","[['Am', '1'], ['brose', '2']]",
11039,AMBUSH,2,"['am', 'bush']","[['am', '1'], ['bush', '2']]",-iz-ambush
11040,AME,1,['ame'],"[['ame', '1']]",-iz-ame
11044,AMEN,2,"['a', 'men']","[['a', '0'], ['men', '1']]",am-iz-en
11046,AMEND,2,"['a', 'mend']","[['a', '0'], ['mend', '1']]",am-iz-end
11050,AMENDS,2,"['a', 'mends']","[['a', '0'], ['mends', '1']]",am-iz-ends
11053,AMENT,2,"['a', 'ment']","[['a', '1'], ['ment', '0']]",-iz-ament
11064,AMES,1,['Ames'],"[['Ames', '1']]",-iz-ames
11066,AMEX,2,"['A', 'MEX']","[['A', '1'], ['MEX', '2']]",
11072,AMID,2,"['a', 'mid']","[['a', '0'], ['mid', '1']]",am-iz-id
11074,AMIDST,2,"['a', 'midst']","[['a', '0'], ['midst', '1']]",am-iz-idst
11077,AMIN,2,"['A', 'min']","[['A', '0'], ['min', '1']]",Am-iz-in
11079,AMIR,2,"['a', 'mir']","[['a', '0'], ['mir', '1']]",am-iz-ir
11081,AMIS,2,"['A', 'mis']","[['A', '1'], ['mis', '0']]",
11082,AMISH,2,"['a', 'mish']","[['a', '1'], ['mish', '0']]",-iz-amish
11083,AMISS,2,"['a', 'miss']","[['a', '0'], ['miss', '1']]",am-iz-iss
11084,AMIT,2,"['a', 'mit']","[['a', '2'], ['mit', '1']]",am-iz-it
11086,AMMAN,2,"['Am', 'man']","[['Am', '1'], ['man', '0']]",
11088,AMMO,2,"['am', 'mo']","[['am', '1'], ['mo', '2']]",-iz-ammo
11103,AMOK,2,"['a', 'mok']","[['a', '0'], ['mok', '1']]",am-iz-ok
11104,AMON,2,"['A', 'mon']","[['A', '0'], ['mon', '1']]",Am-iz-on
11105,AMONG,2,"['a', 'mong']","[['a', '0'], ['mong', '1']]",am-iz-ong
11106,AMONGST,2,"['a', 'mongst']","[['a', '0'], ['mongst', '1']]",am-iz-ongst
11107,AMOR,2,"['A', 'mor']","[['A', '1'], ['mor', '0']]",
11118,AMOS,2,"['A', 'mos']","[['A', '1'], ['mos', '0']]",
11119,AMOUNT,2,"['a', 'mount']","[['a', '0'], ['mount', '1']]",am-iz-ount
11120,AMP,1,['amp'],"[['amp', '1']]",-iz-amp
11131,AMPLE,2,"['am', 'ple']","[['am', '1'], ['ple', '0']]",-iz-ample
11138,AMPLY,2,"['am', 'ply']","[['am', '1'], ['ply', '0']]",-iz-amply
11144,AMTRAK,2,"['Am', 'trak']","[['Am', '1'], ['trak', '0']]",
11145,AMUCK,2,"['a', 'muck']","[['a', '0'], ['muck', '1']]",am-iz-uck
11148,AMUSE,2,"['a', 'muse']","[['a', '0'], ['muse', '1']]",am-iz-use
11149,AMUSED,2,"['a', 'mused']","[['a', '0'], ['mused', '1']]",am-iz-used
11153,AMY,2,"['A', 'my']","[['A', '1'], ['my', '0']]",
11155,AN,1,['an'],"[['an', '1']]",-iz-an
11156,ANA,2,"['An', 'a']","[['An', '1'], ['a', '0']]",
11167,ANAL,2,"['a', 'nal']","[['a', '1'], ['nal', '0']]",-iz-anal
11192,ANAS,2,"['a', 'nas']","[['a', '1'], ['nas', '0']]",-iz-anas
11206,ANCHOR,2,"['an', 'chor']","[['an', '1'], ['chor', '0']]",-iz-anchor
11208,ANCHORED,2,"['an', 'chored']","[['an', '1'], ['chored', '0']]",-iz-anchored
11213,ANCIENT,2,"['an', 'cient']","[['an', '1'], ['cient', '0']]",-iz-ancient
11215,AND,1,['and'],"[['and', '1']]",-iz-and
11221,ANDERS,2,"['An', 'ders']","[['An', '1'], ['ders', '0']]",
11224,ANDES,2,"['An', 'des']","[['An', '1'], ['des', '0']]",
11228,ANDRE,2,"['An', 'dre']","[['An', '1'], ['dre', '2']]",
11231,ANDREI,2,"['An', 'drei']","[['An', '1'], ['drei', '2']]",
11232,ANDRES,2,"['An', 'dres']","[['An', '1'], ['dres', '0']]",
11234,ANDREW,2,"['An', 'drew']","[['An', '1'], ['drew', '0']]",
11235,ANDREWS,2,"['An', 'drews']","[['An', '1'], ['drews', '2']]",
11236,ANDREY,2,"['An', 'drey']","[['An', '1'], ['drey', '0']]",
11237,ANDRIES,2,"['An', 'dries']","[['An', '0'], ['dries', '1']]",Andr-iz-ies
11239,ANDROID,2,"['An', 'droid']","[['An', '1'], ['droid', '2']]",
11241,ANDRZEJ,2,"['An', 'drzej']","[['An', '1'], ['drzej', '2']]",
11242,ANDS,1,['ands'],"[['ands', '1']]",-iz-ands
11243,ANDY,2,"['An', 'dy']","[['An', '1'], ['dy', '0']]",
11258,ANEW,2,"['a', 'new']","[['a', '0'], ['new', '1']]",an-iz-ew
11259,ANG,1,['ang'],"[['ang', '1']]",-iz-ang
11260,ANGE,1,['ange'],"[['ange', '1']]",-iz-ange
11261,ANGEL,2,"['an', 'gel']","[['an', '1'], ['gel', '0']]",-iz-angel
11270,ANGER,2,"['an', 'ger']","[['an', '1'], ['ger', '0']]",-iz-anger
11271,ANGERS,2,"['an', 'gers']","[['an', '1'], ['gers', '0']]",-iz-angers
11273,ANGIE,2,"['An', 'gie']","[['An', '1'], ['gie', '0']]",
11278,ANGLE,2,"['an', 'gle']","[['an', '1'], ['gle', '0']]",-iz-angle
11279,ANGLED,2,"['an', 'gled']","[['an', '1'], ['gled', '0']]",-iz-angled
11280,ANGLER,2,"['an', 'gler']","[['an', '1'], ['gler', '0']]",-iz-angler
11281,ANGLES,2,"['an', 'gles']","[['an', '1'], ['gles', '0']]",-iz-angles
11286,ANGLING,2,"['an', 'gling']","[['an', '1'], ['gling', '0']]",-iz-angling
11287,ANGLO,2,"['An', 'glo']","[['An', '1'], ['glo', '0']]",
11294,ANGRY,2,"['an', 'gry']","[['an', '1'], ['gry', '0']]",-iz-angry
11295,ANGST,1,['angst'],"[['angst', '1']]",-iz-angst
11296,ANGSTROM,2,"['Ang', 'strom']","[['Ang', '1'], ['strom', '0']]",
11298,ANGUISH,2,"['an', 'guish']","[['an', '1'], ['guish', '0']]",-iz-anguish
11299,ANGUISHED,2,"['an', 'guished']","[['an', '1'], ['guished', '0']]",-iz-anguished
11303,ANGUS,2,"['An', 'gus']","[['An', '1'], ['gus', '0']]",
11317,ANISE,2,"['an', 'ise']","[['an', '1'], ['ise', '0']]",-iz-anise
11322,ANKER,2,"['an', 'ker']","[['an', '1'], ['ker', '0']]",-iz-anker
11323,ANKLE,2,"['an', 'kle']","[['an', '1'], ['kle', '0']]",-iz-ankle
11325,ANKLET,2,"['an', 'klet']","[['an', '1'], ['klet', '0']]",-iz-anklet
11326,ANN,1,['Ann'],"[['Ann', '1']]",-iz-ann
11327,ANNA,2,"['an', 'na']","[['an', '1'], ['na', '0']]",-iz-anna
11331,ANNAL,2,"['an', 'nal']","[['an', '1'], ['nal', '0']]",-iz-annal
11332,ANNALS,2,"['an', 'nals']","[['an', '1'], ['nals', '0']]",-iz-annals
11335,ANNE,1,['Anne'],"[['Anne', '1']]",-iz-anne
11336,ANNEAL,2,"['an', 'neal']","[['an', '0'], ['neal', '1']]",ann-iz-eal
11339,ANNEX,2,"['an', 'nex']","[['an', '1'], ['nex', '2']]",-iz-annex
11341,ANNIE,2,"['An', 'nie']","[['An', '1'], ['nie', '0']]",
11351,ANNOUNCE,2,"['an', 'nounce']","[['an', '0'], ['nounce', '1']]",ann-iz-ounce
11352,ANNOUNCED,2,"['an', 'nounced']","[['an', '0'], ['nounced', '1']]",ann-iz-ounced
11356,ANNOY,2,"['an', 'noy']","[['an', '0'], ['noy', '1']]",ann-iz-oy
11364,ANNUL,2,"['an', 'nul']","[['an', '1'], ['nul', '0']]",-iz-annul
11366,ANNULLED,2,"['an', 'nulled']","[['an', '1'], ['nulled', '0']]",-iz-annulled
11368,ANODE,2,"['an', 'ode']","[['an', '1'], ['ode', '2']]",-iz-anode
11369,ANOINT,2,"['a', 'noint']","[['a', '0'], ['noint', '1']]",an-iz-oint
11383,ANSA,2,"['an', 'sa']","[['an', '1'], ['sa', '0']]",-iz-ansa
11384,ANSCHLUSS,2,"['An', 'schluss']","[['An', '1'], ['schluss', '0']]",
11385,ANSEL,2,"['An', 'sel']","[['An', '0'], ['sel', '1']]",Ans-iz-el
11386,ANSELM,2,"['An', 'selm']","[['An', '1'], ['selm', '0']]",
11387,ANSON,2,"['An', 'son']","[['An', '1'], ['son', '0']]",
11388,ANSWER,2,"['an', 'swer']","[['an', '1'], ['swer', '0']]",-iz-answer
11390,ANT,1,['ant'],"[['ant', '1']]",-iz-ant
11400,ANTE,2,"['an', 'te']","[['an', '1'], ['te', '0']]",-iz-ante
11405,ANTED,2,"['an', 'ted']","[['an', '1'], ['ted', '0']]",-iz-anted
11413,ANTES,2,"['an', 'tes']","[['an', '1'], ['tes', '0']]",-iz-antes
11415,ANTHEM,2,"['an', 'them']","[['an', '1'], ['them', '0']]",-iz-anthem
11416,ANTHILL,2,"['ant', 'hill']","[['ant', '1'], ['hill', '2']]",-iz-anthill
11421,ANTHRAX,2,"['an', 'thrax']","[['an', '1'], ['thrax', '0']]",-iz-anthrax
11427,ANTI,2,"['an', 'ti']","[['an', '1'], ['ti', '0']]",-iz-anti
11434,ANTIC,2,"['an', 'tic']","[['an', '1'], ['tic', '0']]",-iz-antic
11468,ANTIQUE,2,"['an', 'tique']","[['an', '0'], ['tique', '1']]",ant-iz-ique
11472,ANTIS,2,"['an', 'tis']","[['an', '1'], ['tis', '0']]",-iz-antis
11487,ANTLER,2,"['ant', 'ler']","[['ant', '1'], ['ler', '0']]",-iz-antler
11488,ANTLERED,2,"['ant', 'lered']","[['ant', '1'], ['lered', '0']]",-iz-antlered
11489,ANTOINE,2,"['An', 'toine']","[['An', '0'], ['toine', '1']]",Ant-iz-oine
11490,ANTON,2,"['An', 'ton']","[['An', '1'], ['ton', '2']]",
11495,ANTRIM,2,"['An', 'trim']","[['An', '1'], ['trim', '0']]",
11496,ANTS,1,['ants'],"[['ants', '1']]",-iz-ants
11497,ANTSY,2,"['ants', 'y']","[['ants', '1'], ['y', '0']]",-iz-antsy
11498,ANTWERP,2,"['Ant', 'werp']","[['Ant', '1'], ['werp', '0']]",
11499,ANVIL,2,"['an', 'vil']","[['an', '1'], ['vil', '0']]",-iz-anvil
11502,ANXIOUS,2,"['anx', 'ious']","[['anx', '1'], ['ious', '0']]",-iz-anxious
11504,ANY,2,"['an', 'y']","[['an', '1'], ['y', '0']]",-iz-any
11518,APACE,2,"['a', 'pace']","[['a', '0'], ['pace', '1']]",ap-iz-ace
11522,APART,2,"['a', 'part']","[['a', '0'], ['part', '1']]",ap-iz-art
11529,APE,1,['ape'],"[['ape', '1']]",-iz-ape
11530,APELIKE,2,"['ape', 'like']","[['ape', '1'], ['like', '2']]",-iz-apelike
11533,APES,1,['apes'],"[['apes', '1']]",-iz-apes
11534,APEX,2,"['a', 'pex']","[['a', '1'], ['pex', '2']]",-iz-apex
11536,APHID,2,"['a', 'phid']","[['a', '1'], ['phid', '0']]",-iz-aphid
11539,APIECE,2,"['a', 'piece']","[['a', '0'], ['piece', '1']]",ap-iz-iece
11540,APING,2,"['ap', 'ing']","[['ap', '1'], ['ing', '0']]",-iz-aping
11542,APLOMB,2,"['a', 'plomb']","[['a', '0'], ['plomb', '1']]",apl-iz-omb
11565,APP,1,['app'],"[['app', '1']]",-iz-app
11567,APPALL,2,"['ap', 'pall']","[['ap', '0'], ['pall', '1']]",app-iz-all
11568,APPALLED,2,"['ap', 'palled']","[['ap', '0'], ['palled', '1']]",app-iz-alled
11577,APPEAL,2,"['ap', 'peal']","[['ap', '0'], ['peal', '1']]",app-iz-eal
11581,APPEAR,2,"['ap', 'pear']","[['ap', '0'], ['pear', '1']]",app-iz-ear
11583,APPEASE,2,"['ap', 'pease']","[['ap', '0'], ['pease', '1']]",app-iz-ease
11584,APPEASED,2,"['ap', 'peased']","[['ap', '0'], ['peased', '1']]",app-iz-eased
11587,APPEL,2,"['ap', 'pel']","[['ap', '1'], ['pel', '0']]",-iz-appel
11590,APPEND,2,"['ap', 'pend']","[['ap', '0'], ['pend', '1']]",app-iz-end
11600,APPLAUD,2,"['ap', 'plaud']","[['ap', '0'], ['plaud', '1']]",appl-iz-aud
11601,APPLAUSE,2,"['ap', 'plause']","[['ap', '0'], ['plause', '1']]",appl-iz-ause
11602,APPLE,2,"['ap', 'ple']","[['ap', '1'], ['ple', '0']]",-iz-apple
11603,APPLES,2,"['ap', 'ples']","[['ap', '1'], ['ples', '0']]",-iz-apples
11613,APPLIED,2,"['ap', 'plied']","[['ap', '0'], ['plied', '1']]",appl-iz-ied
11614,APPLY,2,"['ap', 'ply']","[['ap', '0'], ['ply', '1']]",appl-iz-y
11616,APPOINT,2,"['ap', 'point']","[['ap', '0'], ['point', '1']]",app-iz-oint
11624,APPRAISE,2,"['ap', 'praise']","[['ap', '0'], ['praise', '1']]",appr-iz-aise
11625,APPRAISED,2,"['ap', 'praised']","[['ap', '0'], ['praised', '1']]",appr-iz-aised
11640,APPRISE,2,"['ap', 'prise']","[['ap', '0'], ['prise', '1']]",appr-iz-ise
11641,APPRISED,2,"['ap', 'prised']","[['ap', '0'], ['prised', '1']]",appr-iz-ised
11642,APPROACH,2,"['ap', 'proach']","[['ap', '0'], ['proach', '1']]",appr-iz-oach
11655,APPROVE,2,"['ap', 'prove']","[['ap', '0'], ['prove', '1']]",appr-iz-ove
11656,APPROVED,2,"['ap', 'proved']","[['ap', '0'], ['proved', '1']]",appr-iz-oved
11664,APPS,1,['apps'],"[['apps', '1']]",-iz-apps
11666,APRIL,2,"['A', 'pril']","[['A', '1'], ['pril', '0']]",
11667,APRON,2,"['a', 'pron']","[['a', '1'], ['pron', '0']]",-iz-apron
11669,APT,1,['apt'],"[['apt', '1']]",-iz-apt
11671,APTLY,2,"['apt', 'ly']","[['apt', '1'], ['ly', '0']]",-iz-aptly
11673,AQUA,2,"['aq', 'ua']","[['aq', '1'], ['ua', '0']]",-iz-aqua
11689,AR,1,['ar'],"[['ar', '1']]",-iz-ar
11690,ARA,2,"['A', 'ra']","[['A', '1'], ['ra', '0']]",
11691,ARAB,2,"['Ar', 'ab']","[['Ar', '1'], ['ab', '0']]",
11697,ARABS,2,"['Ar', 'abs']","[['Ar', '1'], ['abs', '0']]",
11704,ARB,1,['arb'],"[['arb', '1']]",-iz-arb
11718,ARBOR,2,"['ar', 'bor']","[['ar', '1'], ['bor', '0']]",-iz-arbor
11721,ARBOUR,2,"['ar', 'bour']","[['ar', '1'], ['bour', '0']]",-iz-arbour
11722,ARBS,1,['arbs'],"[['arbs', '1']]",-iz-arbs
11723,ARC,1,['arc'],"[['arc', '1']]",-iz-arc
11724,ARCADE,2,"['ar', 'cade']","[['ar', '0'], ['cade', '1']]",arc-iz-ade
11728,ARCANE,2,"['ar', 'cane']","[['ar', '2'], ['cane', '1']]",arc-iz-ane
11730,ARCH,1,['arch'],"[['arch', '1']]",-iz-arch
11738,ARCHDUKE,2,"['arch', 'duke']","[['arch', '1'], ['duke', '2']]",-iz-archduke
11739,ARCHED,1,['arched'],"[['arched', '1']]",-iz-arched
11743,ARCHER,2,"['ar', 'cher']","[['ar', '1'], ['cher', '0']]",-iz-archer
11745,ARCHES,2,"['arch', 'es']","[['arch', '1'], ['es', '0']]",-iz-arches
