,word,num_syllables,syllables,stress_pattern,infixed
1067,WHITEWASHED,2,"['white', 'washed']","[['white', '1'], ['washed', '2']]",white-diddly-itewashed
1068,WHITEY,2,"['white', 'y']","[['white', '1'], ['y', '2']]",white-diddly-itey
1069,WHITHER,2,"['whith', 'er']","[['whith', '1'], ['er', '0']]",whith-diddly-ither
1070,WHITING,2,"['whit', 'ing']","[['whit', '1'], ['ing', '0']]",whit-diddly-iting
1071,WHITINGS,2,"['whit', 'ings']","[['whit', '1'], ['ings', '0']]",whit-diddly-itings
1072,WHITISH,2,"['whit', 'ish']","[['whit', '1'], ['ish', '0']]",whit-diddly-itish
1073,WHITLING,2,"['whit', 'ling']","[['whit', '1'], ['ling', '0']]",whit-diddly-itling
1074,WHITLOW,2,"['whit', 'low']","[['whit', '1'], ['low', '2']]",whit-diddly-itlow
1075,WHITMAN,2,"['Whit', 'man']","[['Whit', '1'], ['man', '0']]",whit-diddly-itman
1076,WHITNEY,2,"['Whit', 'ney']","[['Whit', '1'], ['ney', '0']]",whit-diddly-itney
1077,WHITSON,2,"['whit', 'son']","[['whit', '1'], ['son', '0']]",whit-diddly-itson
1078,WHITTLE,2,"['whit', 'tle']","[['whit', '1'], ['tle', '0']]",whit-diddly-ittle
1079,WHITTLED,2,"['whit', 'tled']","[['whit', '1'], ['tled', '0']]",whit-diddly-ittled
1080,WHITTLING,2,"['whit', 'tling']","[['whit', '1'], ['tling', '0']]",whit-diddly-ittling
1081,WHIZZING,2,"['whiz', 'zing']","[['whiz', '1'], ['zing', '0']]",whiz-diddly-izzing
1082,WHOLENESS,2,"['whole', 'ness']","[['whole', '1'], ['ness', '0']]",whole-diddly-oleness
1083,WHOLESALE,2,"['whole', 'sale']","[['whole', '1'], ['sale', '2']]",whole-diddly-olesale
1084,WHOLESOME,2,"['whole', 'some']","[['whole', '1'], ['some', '0']]",whole-diddly-olesome
1085,WHOLLY,2,"['whol', 'ly']","[['whol', '1'], ['ly', '0']]",whol-diddly-olly
1086,WHOOPEE,2,"['whoop', 'ee']","[['whoop', '1'], ['ee', '1']]",whoop-diddly-oopee
1087,WHOOPIE,2,"['whoop', 'ie']","[['whoop', '1'], ['ie', '0']]",whoop-diddly-oopie
1088,WHOOPING,2,"['whoop', 'ing']","[['whoop', '1'], ['ing', '0']]",whoop-diddly-ooping
1089,WHOPPER,2,"['whop', 'per']","[['whop', '1'], ['per', '0']]",whop-diddly-opper
1090,WHOPPING,2,"['whop', 'ping']","[['whop', '1'], ['ping', '0']]",whop-diddly-opping
1091,WHOREHOUSE,2,"['whore', 'house']","[['whore', '1'], ['house', '2']]",whore-diddly-orehouse
1092,WICCA,2,"['wic', 'ca']","[['wic', '1'], ['ca', '0']]",wic-diddly-icca
1093,WICKED,2,"['wick', 'ed']","[['wick', '1'], ['ed', '0']]",wick-diddly-icked
1094,WICKER,2,"['wick', 'er']","[['wick', '1'], ['er', '0']]",wick-diddly-icker
1095,WICKET,2,"['wick', 'et']","[['wick', '1'], ['et', '0']]",wick-diddly-icket
1096,WICKLIFFE,2,"['Wick', 'liffe']","[['Wick', '1'], ['liffe', '0']]",wick-diddly-ickliffe
1097,WIDDER,2,"['wid', 'der']","[['wid', '1'], ['der', '0']]",wid-diddly-idder
1098,WIDELY,2,"['wide', 'ly']","[['wide', '1'], ['ly', '0']]",wide-diddly-idely
1099,WIDEN,2,"['wid', 'en']","[['wid', '1'], ['en', '0']]",wid-diddly-iden
1100,WIDER,2,"['wid', 'er']","[['wid', '1'], ['er', '0']]",wid-diddly-ider
1101,WIDESPREAD,2,"['wide', 'spread']","[['wide', '1'], ['spread', '1']]",wide-diddly-idespread
1102,WIDEST,2,"['wid', 'est']","[['wid', '1'], ['est', '0']]",wid-diddly-idest
1103,WIDGET,2,"['widg', 'et']","[['widg', '1'], ['et', '0']]",widg-diddly-idget
1104,WIDOW,2,"['wid', 'ow']","[['wid', '1'], ['ow', '0']]",wid-diddly-idow
1105,WIELAND,2,"['Wie', 'land']","[['Wie', '1'], ['land', '0']]",wie-diddly-ieland
1106,WIELDING,2,"['wield', 'ing']","[['wield', '1'], ['ing', '0']]",wield-diddly-ielding
1107,WIENER,2,"['wie', 'ner']","[['wie', '1'], ['ner', '0']]",wie-diddly-iener
1108,WIESEL,2,"['Wie', 'sel']","[['Wie', '1'], ['sel', '0']]",wie-diddly-iesel
1109,WIGGLE,2,"['wig', 'gle']","[['wig', '1'], ['gle', '0']]",wig-diddly-iggle
1110,WIGMORE,2,"['Wig', 'more']","[['Wig', '1'], ['more', '0']]",wig-diddly-igmore
1111,WIGWAM,2,"['wig', 'wam']","[['wig', '1'], ['wam', '0']]",wig-diddly-igwam
1112,WILBUR,2,"['Wil', 'bur']","[['Wil', '1'], ['bur', '0']]",wil-diddly-ilbur
1113,WILDCAT,2,"['wild', 'cat']","[['wild', '1'], ['cat', '2']]",wild-diddly-ildcat
1114,WILDCATS,2,"['wild', 'cats']","[['wild', '1'], ['cats', '2']]",wild-diddly-ildcats
1115,WILDER,2,"['wild', 'er']","[['wild', '1'], ['er', '0']]",wild-diddly-ilder
1116,WILDEST,2,"['wild', 'est']","[['wild', '1'], ['est', '0']]",wild-diddly-ildest
1117,WILDING,2,"['wild', 'ing']","[['wild', '1'], ['ing', '0']]",wild-diddly-ilding
1118,WILDLIFE,2,"['wild', 'life']","[['wild', '1'], ['life', '2']]",wild-diddly-ildlife
1119,WILDLY,2,"['wild', 'ly']","[['wild', '1'], ['ly', '0']]",wild-diddly-ildly
1120,WILDNESS,2,"['wild', 'ness']","[['wild', '1'], ['ness', '0']]",wild-diddly-ildness
1121,WILDWOOD,2,"['wild', 'wood']","[['wild', '1'], ['wood', '2']]",wild-diddly-ildwood
1122,WILEY,2,"['Wi', 'ley']","[['Wi', '1'], ['ley', '0']]",wi-diddly-iley
1123,WILFRED,2,"['Wil', 'fred']","[['Wil', '1'], ['fred', '0']]",wil-diddly-ilfred
1124,WILHELM,2,"['Wil', 'helm']","[['Wil', '1'], ['helm', '2']]",wil-diddly-ilhelm
1125,WILING,2,"['wil', 'ing']","[['wil', '1'], ['ing', '0']]",wil-diddly-iling
1126,WILKIE,2,"['Wil', 'kie']","[['Wil', '1'], ['kie', '0']]",wil-diddly-ilkie
1127,WILKINS,2,"['Wil', 'kins']","[['Wil', '1'], ['kins', '0']]",wil-diddly-ilkins
1128,WILLA,2,"['Wil', 'la']","[['Wil', '1'], ['la', '0']]",wil-diddly-illa
1129,WILLARD,2,"['Wil', 'lard']","[['Wil', '1'], ['lard', '0']]",wil-diddly-illard
1130,WILLEM,2,"['Wil', 'lem']","[['Wil', '1'], ['lem', '0']]",wil-diddly-illem
1131,WILLER,2,"['will', 'er']","[['will', '1'], ['er', '0']]",will-diddly-iller
1132,WILLET,2,"['wil', 'let']","[['wil', '1'], ['let', '0']]",wil-diddly-illet
1133,WILLETS,2,"['wil', 'lets']","[['wil', '1'], ['lets', '0']]",wil-diddly-illets
1134,WILLEY,2,"['wil', 'ley']","[['wil', '1'], ['ley', '0']]",wil-diddly-illey
1135,WILLFUL,2,"['will', 'ful']","[['will', '1'], ['ful', '0']]",will-diddly-illful
1136,WILLIAM,2,"['Wil', 'liam']","[['Wil', '1'], ['liam', '0']]",wil-diddly-illiam
1137,WILLIAMS,2,"['Wil', 'liams']","[['Wil', '1'], ['liams', '0']]",wil-diddly-illiams
1138,WILLIE,2,"['Wil', 'lie']","[['Wil', '1'], ['lie', '0']]",wil-diddly-illie
1139,WILLING,2,"['will', 'ing']","[['will', '1'], ['ing', '0']]",will-diddly-illing
1140,WILLKIE,2,"['will', 'kie']","[['will', '1'], ['kie', '0']]",will-diddly-illkie
1141,WILLOCK,2,"['wil', 'lock']","[['wil', '1'], ['lock', '0']]",wil-diddly-illock
1142,WILLOW,2,"['wil', 'low']","[['wil', '1'], ['low', '2']]",wil-diddly-illow
1143,WILLY,2,"['Wil', 'ly']","[['Wil', '1'], ['ly', '0']]",wil-diddly-illy
1144,WILLYARD,2,"['will', 'yard']","[['will', '1'], ['yard', '2']]",will-diddly-illyard
1145,WILMA,2,"['Wil', 'ma']","[['Wil', '1'], ['ma', '0']]",wil-diddly-ilma
1146,WILMER,2,"['Wil', 'mer']","[['Wil', '1'], ['mer', '0']]",wil-diddly-ilmer
1147,WILSON,2,"['Wil', 'son']","[['Wil', '1'], ['son', '0']]",wil-diddly-ilson
1148,WILTON,2,"['Wil', 'ton']","[['Wil', '1'], ['ton', '0']]",wil-diddly-ilton
1149,WILTSHIRE,2,"['Wilt', 'shire']","[['Wilt', '1'], ['shire', '2']]",wilt-diddly-iltshire
1150,WILY,2,"['wil', 'y']","[['wil', '1'], ['y', '0']]",wil-diddly-ily
1151,WIMPY,2,"['wimp', 'y']","[['wimp', '1'], ['y', '0']]",wimp-diddly-impy
1152,WINCING,2,"['winc', 'ing']","[['winc', '1'], ['ing', '0']]",winc-diddly-incing
1153,WINDED,2,"['wind', 'ed']","[['wind', '1'], ['ed', '0']]",wind-diddly-inded
1154,WINDER,2,"['wind', 'er']","[['wind', '1'], ['er', '0']]",wind-diddly-inder
1155,WINDFALL,2,"['wind', 'fall']","[['wind', '1'], ['fall', '2']]",wind-diddly-indfall
1156,WINDHOEK,2,"['Wind', 'hoek']","[['Wind', '1'], ['hoek', '2']]",wind-diddly-indhoek
1157,WINDING,2,"['wind', 'ing']","[['wind', '1'], ['ing', '0']]",wind-diddly-inding
1158,WINDLASS,2,"['wind', 'lass']","[['wind', '1'], ['lass', '0']]",wind-diddly-indlass
1159,WINDLE,2,"['win', 'dle']","[['win', '1'], ['dle', '0']]",win-diddly-indle
1160,WINDMILL,2,"['wind', 'mill']","[['wind', '1'], ['mill', '2']]",wind-diddly-indmill
1161,WINDOW,2,"['win', 'dow']","[['win', '1'], ['dow', '0']]",win-diddly-indow
1162,WINDOWED,2,"['win', 'dowed']","[['win', '1'], ['dowed', '0']]",win-diddly-indowed
1163,WINDOWS,2,"['win', 'dows']","[['win', '1'], ['dows', '0']]",win-diddly-indows
1164,WINDSHIELD,2,"['wind', 'shield']","[['wind', '1'], ['shield', '2']]",wind-diddly-indshield
1165,WINDSOR,2,"['Wind', 'sor']","[['Wind', '1'], ['sor', '0']]",wind-diddly-indsor
1166,WINDSTORM,2,"['wind', 'storm']","[['wind', '1'], ['storm', '2']]",wind-diddly-indstorm
1167,WINDSWEPT,2,"['wind', 'swept']","[['wind', '1'], ['swept', '2']]",wind-diddly-indswept
1168,WINDUP,2,"['wind', 'up']","[['wind', '1'], ['up', '2']]",wind-diddly-indup
1169,WINDWARD,2,"['wind', 'ward']","[['wind', '1'], ['ward', '0']]",wind-diddly-indward
1170,WINDY,2,"['wind', 'y']","[['wind', '1'], ['y', '0']]",wind-diddly-indy
1171,WINEY,2,"['wine', 'y']","[['wine', '1'], ['y', '0']]",wine-diddly-iney
1172,WINFIELD,2,"['Win', 'field']","[['Win', '1'], ['field', '2']]",win-diddly-infield
1173,WINFRED,2,"['Win', 'fred']","[['Win', '1'], ['fred', '0']]",win-diddly-infred
1174,WINGBACK,2,"['wing', 'back']","[['wing', '1'], ['back', '2']]",wing-diddly-ingback
1175,WINGER,2,"['wing', 'er']","[['wing', '1'], ['er', '0']]",wing-diddly-inger
1176,WINGLIKE,2,"['wing', 'like']","[['wing', '1'], ['like', '2']]",wing-diddly-inglike
1177,WINGMAN,2,"['wing', 'man']","[['wing', '1'], ['man', '0']]",wing-diddly-ingman
1178,WINGSPAN,2,"['wing', 'span']","[['wing', '1'], ['span', '2']]",wing-diddly-ingspan
1179,WINING,2,"['win', 'ing']","[['win', '1'], ['ing', '0']]",win-diddly-ining
1180,WINKER,2,"['wink', 'er']","[['wink', '1'], ['er', '0']]",wink-diddly-inker
1181,WINKLE,2,"['win', 'kle']","[['win', '1'], ['kle', '0']]",win-diddly-inkle
1182,WINNER,2,"['win', 'ner']","[['win', '1'], ['ner', '0']]",win-diddly-inner
1183,WINNIE,2,"['Win', 'nie']","[['Win', '1'], ['nie', '0']]",win-diddly-innie
1184,WINNING,2,"['win', 'ning']","[['win', '1'], ['ning', '0']]",win-diddly-inning
1185,WINNOW,2,"['win', 'now']","[['win', '1'], ['now', '2']]",win-diddly-innow
1186,WINO,2,"['win', 'o']","[['win', '1'], ['o', '0']]",win-diddly-ino
1187,WINSLOW,2,"['Wins', 'low']","[['Wins', '1'], ['low', '0']]",wins-diddly-inslow
1188,WINSOME,2,"['win', 'some']","[['win', '1'], ['some', '0']]",win-diddly-insome
1189,WINSTON,2,"['Win', 'ston']","[['Win', '1'], ['ston', '0']]",win-diddly-inston
1190,WINTER,2,"['win', 'ter']","[['win', '1'], ['ter', '0']]",win-diddly-inter
1191,WINTERS,2,"['win', 'ters']","[['win', '1'], ['ters', '0']]",win-diddly-inters
1192,WINTLE,2,"['win', 'tle']","[['win', '1'], ['tle', '0']]",win-diddly-intle
1193,WINTRY,2,"['win', 'try']","[['win', '1'], ['try', '0']]",win-diddly-intry
1194,WIPEOUT,2,"['wipe', 'out']","[['wipe', '1'], ['out', '2']]",wipe-diddly-ipeout
1195,WIPER,2,"['wip', 'er']","[['wip', '1'], ['er', '0']]",wip-diddly-iper
1196,WIPING,2,"['wip', 'ing']","[['wip', '1'], ['ing', '0']]",wip-diddly-iping
1197,WIRELESS,2,"['wire', 'less']","[['wire', '1'], ['less', '0']]",wire-diddly-ireless
1198,WIREMAN,2,"['wire', 'man']","[['wire', '1'], ['man', '0']]",wire-diddly-ireman
1199,WIRING,2,"['wir', 'ing']","[['wir', '1'], ['ing', '0']]",wir-diddly-iring
1200,WIRY,2,"['wir', 'y']","[['wir', '1'], ['y', '0']]",wir-diddly-iry
1201,WISDOM,2,"['wis', 'dom']","[['wis', '1'], ['dom', '0']]",wis-diddly-isdom
1202,WISECRACK,2,"['wise', 'crack']","[['wise', '1'], ['crack', '2']]",wise-diddly-isecrack
1203,WISECRACKS,2,"['wise', 'cracks']","[['wise', '1'], ['cracks', '2']]",wise-diddly-isecracks
1204,WISELY,2,"['wise', 'ly']","[['wise', '1'], ['ly', '0']]",wise-diddly-isely
1205,WISEMAN,2,"['wise', 'man']","[['wise', '1'], ['man', '0']]",wise-diddly-iseman
1206,WISER,2,"['wis', 'er']","[['wis', '1'], ['er', '0']]",wis-diddly-iser
1207,WISEST,2,"['wis', 'est']","[['wis', '1'], ['est', '0']]",wis-diddly-isest
1208,WISHBONE,2,"['wish', 'bone']","[['wish', '1'], ['bone', '2']]",wish-diddly-ishbone
1209,WISHER,2,"['wish', 'er']","[['wish', '1'], ['er', '0']]",wish-diddly-isher
1210,WISHFUL,2,"['wish', 'ful']","[['wish', '1'], ['ful', '0']]",wish-diddly-ishful
1211,WISHING,2,"['wish', 'ing']","[['wish', '1'], ['ing', '0']]",wish-diddly-ishing
1212,WISPY,2,"['wisp', 'y']","[['wisp', '1'], ['y', '0']]",wisp-diddly-ispy
1213,WISTFUL,2,"['wist', 'ful']","[['wist', '1'], ['ful', '0']]",wist-diddly-istful
1214,WITCHCRAFT,2,"['witch', 'craft']","[['witch', '1'], ['craft', '2']]",witch-diddly-itchcraft
1215,WITCHER,2,"['witch', 'er']","[['witch', '1'], ['er', '0']]",witch-diddly-itcher
1216,WITCHES,2,"['witch', 'es']","[['witch', '1'], ['es', '0']]",witch-diddly-itches
1217,WITCHHUNT,2,"['witch', 'hunt']","[['witch', '1'], ['hunt', '2']]",witch-diddly-itchhunt
1218,WITCHING,2,"['witch', 'ing']","[['witch', '1'], ['ing', '0']]",witch-diddly-itching
1219,WITCHY,2,"['witch', 'y']","[['witch', '1'], ['y', '0']]",witch-diddly-itchy
1220,WITHER,2,"['with', 'er']","[['with', '1'], ['er', '0']]",with-diddly-ither
1221,WITHERED,2,"['with', 'ered']","[['with', '1'], ['ered', '0']]",with-diddly-ithered
1222,WITHERS,2,"['with', 'ers']","[['with', '1'], ['ers', '0']]",with-diddly-ithers
1223,WITLESS,2,"['wit', 'less']","[['wit', '1'], ['less', '0']]",wit-diddly-itless
1224,WITNESS,2,"['wit', 'ness']","[['wit', '1'], ['ness', '0']]",wit-diddly-itness
1225,WITTED,2,"['wit', 'ted']","[['wit', '1'], ['ted', '0']]",wit-diddly-itted
1226,WITTING,2,"['wit', 'ting']","[['wit', '1'], ['ting', '0']]",wit-diddly-itting
1227,WITTY,2,"['wit', 'ty']","[['wit', '1'], ['ty', '0']]",wit-diddly-itty
1228,WIZARD,2,"['wiz', 'ard']","[['wiz', '1'], ['ard', '0']]",wiz-diddly-izard
1229,WIZEN,2,"['wiz', 'en']","[['wiz', '1'], ['en', '0']]",wiz-diddly-izen
1230,WIZENED,2,"['wiz', 'ened']","[['wiz', '1'], ['ened', '0']]",wiz-diddly-izened
1231,WOBBLE,2,"['wob', 'ble']","[['wob', '1'], ['ble', '0']]",wob-diddly-obble
1232,WOBBLED,2,"['wob', 'bled']","[['wob', '1'], ['bled', '0']]",wob-diddly-obbled
1233,WOEFUL,2,"['woe', 'ful']","[['woe', '1'], ['ful', '0']]",woe-diddly-oeful
1234,WOKEN,2,"['wok', 'en']","[['wok', '1'], ['en', '0']]",wok-diddly-oken
1235,WOLCOTT,2,"['Wol', 'cott']","[['Wol', '1'], ['cott', '0']]",wol-diddly-olcott
1236,WOLFGANG,2,"['Wolf', 'gang']","[['Wolf', '1'], ['gang', '2']]",wolf-diddly-olfgang
1237,WOLFMAN,2,"['wolf', 'man']","[['wolf', '1'], ['man', '0']]",wolf-diddly-olfman
1238,WOLFRAM,2,"['wolf', 'ram']","[['wolf', '1'], ['ram', '2']]",wolf-diddly-olfram
1239,WOLSEY,2,"['Wol', 'sey']","[['Wol', '1'], ['sey', '0']]",wol-diddly-olsey
1240,WOMAN,2,"['wom', 'an']","[['wom', '1'], ['an', '0']]",wom-diddly-oman
1241,WOMBAT,2,"['wom', 'bat']","[['wom', '1'], ['bat', '2']]",wom-diddly-ombat
1242,WOMEN,2,"['wom', 'en']","[['wom', '1'], ['en', '0']]",wom-diddly-omen
1243,WONDER,2,"['won', 'der']","[['won', '1'], ['der', '0']]",won-diddly-onder
1244,WONDERED,2,"['won', 'dered']","[['won', '1'], ['dered', '0']]",won-diddly-ondered
1245,WONDERS,2,"['won', 'ders']","[['won', '1'], ['ders', '0']]",won-diddly-onders
1246,WONDROUS,2,"['won', 'drous']","[['won', '1'], ['drous', '0']]",won-diddly-ondrous
1247,WOODCHIP,2,"['wood', 'chip']","[['wood', '1'], ['chip', '2']]",wood-diddly-oodchip
1248,WOODCHUCK,2,"['wood', 'chuck']","[['wood', '1'], ['chuck', '2']]",wood-diddly-oodchuck
1249,WOODCOCK,2,"['wood', 'cock']","[['wood', '1'], ['cock', '2']]",wood-diddly-oodcock
1250,WOODED,2,"['wood', 'ed']","[['wood', '1'], ['ed', '0']]",wood-diddly-ooded
1251,WOODEN,2,"['wood', 'en']","[['wood', '1'], ['en', '0']]",wood-diddly-ooden
1252,WOODHOUSE,2,"['wood', 'house']","[['wood', '1'], ['house', '2']]",wood-diddly-oodhouse
1253,WOODHULL,2,"['Wood', 'hull']","[['Wood', '1'], ['hull', '2']]",wood-diddly-oodhull
1254,WOODLAND,2,"['wood', 'land']","[['wood', '1'], ['land', '2']]",wood-diddly-oodland
1255,WOODMAN,2,"['wood', 'man']","[['wood', '1'], ['man', '0']]",wood-diddly-oodman
1256,WOODROOF,2,"['wood', 'roof']","[['wood', '1'], ['roof', '2']]",wood-diddly-oodroof
1257,WOODROW,2,"['Wood', 'row']","[['Wood', '1'], ['row', '2']]",wood-diddly-oodrow
1258,WOODRUFF,2,"['Wood', 'ruff']","[['Wood', '1'], ['ruff', '0']]",wood-diddly-oodruff
1259,WOODSHED,2,"['wood', 'shed']","[['wood', '1'], ['shed', '2']]",wood-diddly-oodshed
1260,WOODSMAN,2,"['woods', 'man']","[['woods', '1'], ['man', '0']]",woods-diddly-oodsman
1261,WOODSMEN,2,"['woods', 'men']","[['woods', '1'], ['men', '0']]",woods-diddly-oodsmen
1262,WOODSON,2,"['Wood', 'son']","[['Wood', '1'], ['son', '0']]",wood-diddly-oodson
1263,WOODSTOCK,2,"['Wood', 'stock']","[['Wood', '1'], ['stock', '2']]",wood-diddly-oodstock
1264,WOODWARD,2,"['Wood', 'ward']","[['Wood', '1'], ['ward', '2']]",wood-diddly-oodward
1265,WOODWIND,2,"['wood', 'wind']","[['wood', '1'], ['wind', '2']]",wood-diddly-oodwind
1266,WOODWORK,2,"['wood', 'work']","[['wood', '1'], ['work', '2']]",wood-diddly-oodwork
1267,WOODY,2,"['wood', 'y']","[['wood', '1'], ['y', '0']]",wood-diddly-oody
1268,WOOLEN,2,"['wool', 'en']","[['wool', '1'], ['en', '0']]",wool-diddly-oolen
1269,WOOLLCOTT,2,"['Wooll', 'cott']","[['Wooll', '1'], ['cott', '0']]",wooll-diddly-oollcott
1270,WOOLLEN,2,"['wool', 'len']","[['wool', '1'], ['len', '0']]",wool-diddly-oollen
1271,WOOLLEY,2,"['Wool', 'ley']","[['Wool', '1'], ['ley', '0']]",wool-diddly-oolley
1272,WOOLLY,2,"['wool', 'ly']","[['wool', '1'], ['ly', '0']]",wool-diddly-oolly
1273,WOOLMAN,2,"['wool', 'man']","[['wool', '1'], ['man', '0']]",wool-diddly-oolman
1274,WOOLSEY,2,"['wool', 'sey']","[['wool', '1'], ['sey', '0']]",wool-diddly-oolsey
1275,WOOLWORTH,2,"['Wool', 'worth']","[['Wool', '1'], ['worth', '2']]",wool-diddly-oolworth
1276,WOOLY,2,"['wool', 'y']","[['wool', '1'], ['y', '0']]",wool-diddly-ooly
1277,WOOSTER,2,"['Woos', 'ter']","[['Woos', '1'], ['ter', '0']]",woos-diddly-ooster
1278,WOOZY,2,"['wooz', 'y']","[['wooz', '1'], ['y', '0']]",wooz-diddly-oozy
1279,WORCESTER,2,"['Worces', 'ter']","[['Worces', '1'], ['ter', '0']]",worces-diddly-orcester
1280,WORDING,2,"['word', 'ing']","[['word', '1'], ['ing', '0']]",word-diddly-ording
1281,WORDLESS,2,"['word', 'less']","[['word', '1'], ['less', '0']]",word-diddly-ordless
1282,WORDSMITH,2,"['word', 'smith']","[['word', '1'], ['smith', '2']]",word-diddly-ordsmith
1283,WORDSWORTH,2,"['Words', 'worth']","[['Words', '1'], ['worth', '0']]",words-diddly-ordsworth
1284,WORDY,2,"['word', 'y']","[['word', '1'], ['y', '0']]",word-diddly-ordy
1285,WORKBENCH,2,"['work', 'bench']","[['work', '1'], ['bench', '2']]",work-diddly-orkbench
1286,WORKDAY,2,"['work', 'day']","[['work', '1'], ['day', '2']]",work-diddly-orkday
1287,WORKER,2,"['work', 'er']","[['work', '1'], ['er', '0']]",work-diddly-orker
1288,WORKFARE,2,"['work', 'fare']","[['work', '1'], ['fare', '2']]",work-diddly-orkfare
1289,WORKFORCE,2,"['work', 'force']","[['work', '1'], ['force', '2']]",work-diddly-orkforce
1290,WORKHORSE,2,"['work', 'horse']","[['work', '1'], ['horse', '2']]",work-diddly-orkhorse
1291,WORKING,2,"['work', 'ing']","[['work', '1'], ['ing', '0']]",work-diddly-orking
1292,WORKLOAD,2,"['work', 'load']","[['work', '1'], ['load', '2']]",work-diddly-orkload
1293,WORKMAN,2,"['work', 'man']","[['work', '1'], ['man', '0']]",work-diddly-orkman
1294,WORKMEN,2,"['work', 'men']","[['work', '1'], ['men', '0']]",work-diddly-orkmen
1295,WORKOUT,2,"['work', 'out']","[['work', '1'], ['out', '2']]",work-diddly-orkout
1296,WORKPLACE,2,"['work', 'place']","[['work', '1'], ['place', '2']]",work-diddly-orkplace
1297,WORKROOM,2,"['work', 'room']","[['work', '1'], ['room', '2']]",work-diddly-orkroom
1298,WORKSHEET,2,"['work', 'sheet']","[['work', '1'], ['sheet', '2']]",work-diddly-orksheet
1299,WORKSHOP,2,"['work', 'shop']","[['work', '1'], ['shop', '2']]",work-diddly-orkshop
1300,WORKWEEK,2,"['work', 'week']","[['work', '1'], ['week', '2']]",work-diddly-orkweek
1301,WORLDLY,2,"['world', 'ly']","[['world', '1'], ['ly', '0']]",world-diddly-orldly
1302,WORLDWIDE,2,"['world', 'wide']","[['world', '1'], ['wide', '1']]",world-diddly-orldwide
1303,WORMLIKE,2,"['worm', 'like']","[['worm', '1'], ['like', '2']]",worm-diddly-ormlike
1304,WORMWOOD,2,"['worm', 'wood']","[['worm', '1'], ['wood', '2']]",worm-diddly-ormwood
1305,WORREL,2,"['wor', 'rel']","[['wor', '1'], ['rel', '0']]",wor-diddly-orrel
1306,WORRIED,2,"['wor', 'ried']","[['wor', '1'], ['ried', '0']]",wor-diddly-orried
1307,WORRIES,2,"['wor', 'ries']","[['wor', '1'], ['ries', '0']]",wor-diddly-orries
1308,WORRY,2,"['wor', 'ry']","[['wor', '1'], ['ry', '0']]",wor-diddly-orry
1309,WORSEN,2,"['wors', 'en']","[['wors', '1'], ['en', '0']]",wors-diddly-orsen
1310,WORSHIP,2,"['wor', 'ship']","[['wor', '1'], ['ship', '0']]",wor-diddly-orship
1311,WORSHIPED,2,"['wor', 'shiped']","[['wor', '1'], ['shiped', '0']]",wor-diddly-orshiped
1312,WORSHIPPED,2,"['wor', 'shipped']","[['wor', '1'], ['shipped', '0']]",wor-diddly-orshipped
1313,WORSTED,2,"['wor', 'sted']","[['wor', '1'], ['sted', '0']]",wor-diddly-orsted
1314,WORTHIES,2,"['wor', 'thies']","[['wor', '1'], ['thies', '0']]",wor-diddly-orthies
1315,WORTHLESS,2,"['worth', 'less']","[['worth', '1'], ['less', '0']]",worth-diddly-orthless
1316,WORTHWHILE,2,"['worth', 'while']","[['worth', '1'], ['while', '1']]",worth-diddly-orthwhile
1317,WORTHY,2,"['wor', 'thy']","[['wor', '1'], ['thy', '0']]",wor-diddly-orthy
1318,WORTLEY,2,"['Wort', 'ley']","[['Wort', '1'], ['ley', '0']]",wort-diddly-ortley
1319,WOTAN,2,"['Wo', 'tan']","[['Wo', '1'], ['tan', '0']]",wo-diddly-otan
1320,WOUNDED,2,"['wound', 'ed']","[['wound', '1'], ['ed', '0']]",wound-diddly-ounded
1321,WOVEN,2,"['wo', 'ven']","[['wo', '1'], ['ven', '0']]",wo-diddly-oven
1322,WRANGLE,2,"['wran', 'gle']","[['wran', '1'], ['gle', '0']]",wran-diddly-angle
1323,WRANGLED,2,"['wran', 'gled']","[['wran', '1'], ['gled', '0']]",wran-diddly-angled
1324,WRAPPER,2,"['wrap', 'per']","[['wrap', '1'], ['per', '0']]",wrap-diddly-apper
1325,WRAPPING,2,"['wrap', 'ping']","[['wrap', '1'], ['ping', '0']]",wrap-diddly-apping
1326,WRAPUP,2,"['wrap', 'up']","[['wrap', '1'], ['up', '0']]",wrap-diddly-apup
1327,WRECKAGE,2,"['wreck', 'age']","[['wreck', '1'], ['age', '0']]",wreck-diddly-eckage
1328,WRECKER,2,"['wreck', 'er']","[['wreck', '1'], ['er', '0']]",wreck-diddly-ecker
1329,WRECKING,2,"['wreck', 'ing']","[['wreck', '1'], ['ing', '0']]",wreck-diddly-ecking
1330,WRENCHING,2,"['wrench', 'ing']","[['wrench', '1'], ['ing', '0']]",wrench-diddly-enching
1331,WRESTLE,2,"['wres', 'tle']","[['wres', '1'], ['tle', '0']]",wres-diddly-estle
1332,WRESTLED,2,"['wres', 'tled']","[['wres', '1'], ['tled', '0']]",wres-diddly-estled
1333,WRESTLING,2,"['wres', 'tling']","[['wres', '1'], ['tling', '0']]",wres-diddly-estling
1334,WRETCHED,2,"['wretch', 'ed']","[['wretch', '1'], ['ed', '0']]",wretch-diddly-etched
1335,WRIGGLE,2,"['wrig', 'gle']","[['wrig', '1'], ['gle', '0']]",wrig-diddly-iggle
